epoch,loss,val_loss
0,7.1082593580332309,9.2484984102632986
1,8.6076288144774882,12.661423281619424
2,11.862176632194362,6.2718770673769546
3,2.7462008676411194,4.1869724350447992
4,7.8403606571778353,3.9241870567894575
5,6.9743276741279008,16.282074458827914
6,8.3109691957387408,4.3979988400781114
7,9.4836757212509344,13.574006234160148
8,8.122427383077488,12.817776809904966
9,4.8476076891392834,4.5593930612038536
10,3.7255913652019736,4.7386743409714835
11,4.615114911593527,18.270693870520812
12,15.519191475071533,108.97230248702199
13,53.330436900809957,20.583782733409397
14,20.235875510384517,17.724056249801588
15,10.833196906886474,63.511059823050957
16,33.524810999018662,15.470744236334928
17,6.3221554927865178,5.807475784614728
18,3.9040789250974304,5.9062631550957176
19,4.2220707126115089,6.9614165707638387
20,3.1464945534129201,5.4859093062279767
21,4.4499539338021608,8.5155898395337548
22,2.8277822590659185,7.3342122514919597
23,4.7439187799461582,6.7982020909572167
24,2.8745575157212624,6.4135333842168283
25,2.2484529447653658,5.064487272002749
26,3.7531586389973328,9.4986892647049377
27,4.0412042415681686,5.4281422981167724
28,6.7407881497355646,8.281041145324707
29,6.6841532467814631,29.045078962579968
30,48.891960018456224,26.508009594660425
31,11.946244702417664,12.812307437506991
32,3.4275779841858665,5.5761631339696169
33,1.2854233018655346,5.5882940351409438
34,1.1462379340772275,7.6908067092068793
35,5.492036839080936,18.443490736993844
36,6.1025959699732777,8.3239655376587862
37,5.8137260719581887,17.765358337307863
38,9.1391915877660121,4.5993425432742567
39,2.7211250395441251,13.956934728120503
40,9.1797430132642202,29.422424794719685
41,10.95989677052439,18.829300729851973
42,11.788021862506866,6.5809432891869326
43,7.0610758816754373,31.688983610170915
44,17.675006752642094,28.527055994275923
45,14.039677696463503,17.314955554879486
46,5.3189135657416449,32.416858070775085
47,7.7083621839436978,8.5170358504304211
48,3.578450654269246,7.9415734825488586
49,6.2599574190108376,18.291105477064388
50,22.014229860815981,15.492916496914606
51,12.122661935939711,16.123553624463156
52,15.721388969892336,49.052795233003124
53,11.671976481445533,12.250846756501094
54,4.4964040404975165,12.12705724970106
55,4.9532655742433338,9.3573846049353069
56,5.8144297246579768,8.9114348615286154
